booking_id,origin_city,destination_city,cargo_type,delivery_status,priority,distance_km,freight_charge_inr,cargo_weight_kg,cargo_value_inr,is_delayed,is_express,is_long_haul
BK4690835,Mumbai,Goa,Textiles,DELIVERED,EXPRESS,594,18008,4566,86513,0,1,1
BK8026131,Nagpur,Goa,Fmcg Goods,DELIVERED,NORMAL,187,4171,5766,15127,0,0,0
BK8369252,Nashik,Pune,Perishables,IN_TRANSIT,NORMAL,211,5722,4811,63152,0,0,0
BK3326756,Aurangabad,Nashik,Automobile Parts,DELIVERED,EXPRESS,183,9380,1114,272483,0,1,0
BK9750417,Nagpur,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,503,10569,8039,243220,0,0,1
BK6635096,Mumbai,Aurangabad,Fmcg Goods,IN_TRANSIT,EXPRESS,335,12682,2239,17897,0,1,0
BK6501512,Nashik,Kolhapur,Textiles,DELIVERED,NORMAL,147,4570,6740,108575,0,0,0
BK6984735,Pune,Kolhapur,Fmcg Goods,DELIVERED,EXPRESS,228,10529,5967,97963,0,1,0
BK4883621,Aurangabad,Mumbai,Perishables,DELAYED,EXPRESS,335,11108,8677,73624,1,1,0
BK6438770,Pune,Solapur,Raw Materials,CANCELLED,NORMAL,248,7461,8555,47787,0,0,0
BK7669501,Nashik,Solapur,Electronics,DELIVERED,NORMAL,313,5912,7138,454734,0,0,0
BK5803130,Nashik,Pune,Textiles,DELAYED,NORMAL,211,6346,1499,32752,1,0,0
BK6145520,Kolhapur,Nagpur,Raw Materials,DELAYED,EXPRESS,351,11507,4608,10267,1,1,0
BK4792006,Nagpur,Solapur,Perishables,DELAYED,NORMAL,494,12310,7346,30913,1,0,0
BK6272721,Pune,Goa,Pharmaceuticals,DELIVERED,NORMAL,453,12644,7562,375578,0,0,0
BK6348391,Nashik,Goa,Fmcg Goods,DELAYED,NORMAL,782,14413,9537,83325,1,0,1
BK8833495,Mumbai,Solapur,Fmcg Goods,IN_TRANSIT,NORMAL,455,9093,5215,72803,0,0,0
BK4264219,Aurangabad,Kolhapur,Fmcg Goods,BOOKED,NORMAL,393,11416,7398,54645,0,0,0
BK8054470,Pune,Kolhapur,Chemicals,DELIVERED,NORMAL,228,6934,10188,66966,0,0,0
BK7532661,Pune,Nagpur,Fmcg Goods,DELAYED,EXPRESS,714,24201,11056,54652,1,1,1
BK7141393,Pune,Solapur,Electronics,DELIVERED,NORMAL,248,7007,2674,422135,0,0,0
BK7459389,Pune,Solapur,Automobile Parts,DELAYED,NORMAL,248,5600,9954,77001,1,0,0
BK2107046,Nashik,Mumbai,Perishables,DELIVERED,EXPRESS,167,10129,3668,12356,0,1,0
BK2375011,Mumbai,Nagpur,Perishables,DELAYED,NORMAL,834,26359,3850,32923,1,0,1
BK1357241,Pune,Kolhapur,Automobile Parts,IN_TRANSIT,NORMAL,228,5570,7636,133421,0,0,0
BK7538632,Mumbai,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,834,15699,7842,388172,0,0,1
BK9639735,Nashik,Mumbai,Automobile Parts,BOOKED,EXPRESS,167,8784,1500,197953,0,1,0
BK6899118,Aurangabad,Nashik,Chemicals,DELIVERED,NORMAL,183,5752,9106,156290,0,0,0
BK8352069,Mumbai,Kolhapur,Chemicals,DELIVERED,NORMAL,373,8668,525,139160,0,0,0
BK8407726,Pune,Nashik,Machinery,DELAYED,NORMAL,211,4826,5603,228490,1,0,0
BK8866075,Nagpur,Aurangabad,Textiles,IN_TRANSIT,NORMAL,503,9901,10469,101943,0,0,1
BK4576869,Nagpur,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,114,3222,4043,519443,0,0,0
BK6256131,Nagpur,Solapur,Chemicals,IN_TRANSIT,NORMAL,494,12608,5416,129878,0,0,0
BK1791496,Pune,Goa,Machinery,DELAYED,NORMAL,453,11482,2389,629127,1,0,0
BK7636533,Goa,Pune,Automobile Parts,BOOKED,NORMAL,453,12904,4110,298180,0,0,0
BK6591751,Aurangabad,Mumbai,Textiles,DELAYED,NORMAL,335,7661,3846,48042,1,0,0
BK5272134,Mumbai,Solapur,Raw Materials,DELAYED,NORMAL,455,14296,6484,69095,1,0,0
BK6943418,Goa,Kolhapur,Textiles,BOOKED,NORMAL,608,12434,7558,136189,0,0,1
BK8230430,Nashik,Aurangabad,Fmcg Goods,DELAYED,EXPRESS,183,9044,9049,11627,1,1,0
BK7103842,Goa,Kolhapur,Machinery,DELAYED,NORMAL,449,13435,1353,468699,1,0,0
BK4563474,Nashik,Mumbai,Fmcg Goods,DELIVERED,NORMAL,167,3163,8705,88389,0,0,0
BK6993858,Kolhapur,Goa,Electronics,DELIVERED,NORMAL,158,4286,9172,73336,0,0,0
BK7574415,Kolhapur,Nagpur,Machinery,DELAYED,NORMAL,756,22169,1077,439454,1,0,1
BK8735134,Mumbai,Pune,Pharmaceuticals,DELIVERED,NORMAL,148,2732,1227,169032,0,0,0
BK7815545,Solapur,Nashik,Perishables,DELIVERED,EXPRESS,171,9740,2465,42282,0,1,0
BK3263836,Solapur,Nagpur,Fmcg Goods,DELIVERED,NORMAL,494,10943,10519,13347,0,0,0
BK5348310,Nashik,Aurangabad,Textiles,CANCELLED,EXPRESS,183,10699,7185,41376,0,1,0
BK5138038,Nashik,Pune,Textiles,DELAYED,NORMAL,211,6200,605,53208,1,0,0
BK8308793,Mumbai,Goa,Raw Materials,CANCELLED,NORMAL,594,14014,7410,8837,0,0,1
BK7760363,Mumbai,Nagpur,Fmcg Goods,DELIVERED,NORMAL,834,18634,9675,80032,0,0,1
BK8579925,Mumbai,Pune,Raw Materials,CANCELLED,NORMAL,148,4260,707,72366,0,0,0
BK6430613,Aurangabad,Pune,Perishables,DELIVERED,NORMAL,233,6081,564,76957,0,0,0
BK4086273,Nashik,Aurangabad,Chemicals,CANCELLED,NORMAL,183,4082,5527,140874,0,0,0
BK2908659,Aurangabad,Pune,Fmcg Goods,DELAYED,EXPRESS,233,11522,11763,63649,1,1,0
BK7401315,Solapur,Nagpur,Textiles,DELIVERED,NORMAL,494,13890,7275,135625,0,0,0
BK7112243,Nashik,Mumbai,Raw Materials,DELIVERED,NORMAL,167,3497,9480,12664,0,0,0
BK4541561,Pune,Solapur,Raw Materials,DELIVERED,NORMAL,248,6390,4858,45846,0,0,0
BK1043108,Pune,Solapur,Perishables,DELAYED,NORMAL,248,6828,4886,13711,1,0,0
BK8235354,Solapur,Pune,Pharmaceuticals,DELIVERED,NORMAL,248,4733,1757,511094,0,0,0
BK2840014,Mumbai,Nagpur,Fmcg Goods,DELAYED,NORMAL,834,15028,157,36830,1,0,1
BK9515372,Kolhapur,Solapur,Textiles,DELAYED,NORMAL,501,13170,5391,44438,1,0,1
BK6250794,Goa,Nagpur,Automobile Parts,CANCELLED,NORMAL,167,3786,1879,90376,0,0,0
BK3791774,Kolhapur,Nashik,Chemicals,DELAYED,NORMAL,200,4849,8674,141733,1,0,0
BK8516854,Mumbai,Solapur,Raw Materials,DELAYED,NORMAL,455,8765,7505,38512,1,0,0
BK2449314,Nashik,Pune,Automobile Parts,DELAYED,NORMAL,211,5686,4558,241506,1,0,0
BK2150585,Nashik,Solapur,Raw Materials,IN_TRANSIT,NORMAL,798,14842,4103,12121,0,0,1
BK7429731,Pune,Goa,Perishables,DELAYED,NORMAL,453,13951,11752,12977,1,0,0
BK7909867,Nagpur,Pune,Fmcg Goods,DELIVERED,NORMAL,714,16085,4477,19629,0,0,1
BK9800981,Nagpur,Goa,Automobile Parts,DELIVERED,NORMAL,543,13650,1478,253353,0,0,1
BK7538683,Nashik,Solapur,Electronics,DELAYED,NORMAL,653,16469,9064,98306,1,0,1
BK3042704,Nagpur,Solapur,Automobile Parts,IN_TRANSIT,EXPRESS,494,15080,2975,78753,0,1,0
BK2054386,Goa,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,377,6994,10014,176522,0,0,0
BK7365485,Pune,Aurangabad,Perishables,CANCELLED,NORMAL,233,4728,11871,22471,0,0,0
BK9812799,Nashik,Mumbai,Raw Materials,DELAYED,NORMAL,167,4829,3340,51564,1,0,0
BK7014041,Mumbai,Solapur,Raw Materials,DELAYED,EXPRESS,455,15957,10322,42389,1,1,0
BK6628817,Nagpur,Pune,Perishables,DELIVERED,NORMAL,714,22642,8483,46057,0,0,1
BK4290975,Kolhapur,Solapur,Raw Materials,BOOKED,NORMAL,397,7826,2458,73837,0,0,0
BK1680552,Kolhapur,Nagpur,Chemicals,CANCELLED,EXPRESS,101,7551,3511,48840,0,1,0
BK7661064,Nagpur,Aurangabad,Chemicals,DELIVERED,NORMAL,503,12017,9016,31382,0,0,1
BK2664481,Mumbai,Kolhapur,Chemicals,DELIVERED,NORMAL,373,8993,5120,34329,0,0,0
BK6160694,Nashik,Pune,Raw Materials,IN_TRANSIT,NORMAL,211,6389,7862,32190,0,0,0
BK3581004,Aurangabad,Mumbai,Fmcg Goods,DELAYED,NORMAL,335,7553,6315,57969,1,0,0
BK7450499,Pune,Nagpur,Raw Materials,DELIVERED,NORMAL,714,15405,6640,79410,0,0,1
BK4028519,Mumbai,Goa,Textiles,DELAYED,NORMAL,594,11966,3625,15415,1,0,1
BK3404566,Nagpur,Mumbai,Electronics,DELAYED,NORMAL,834,24162,11437,376230,1,0,1
BK1214062,Nagpur,Aurangabad,Textiles,DELAYED,EXPRESS,503,19135,9840,85785,1,1,1
BK4166893,Pune,Goa,Textiles,IN_TRANSIT,NORMAL,453,11264,8023,99753,0,0,0
BK6957852,Kolhapur,Nashik,Perishables,DELAYED,NORMAL,662,19631,7987,78570,1,0,1
BK4192111,Mumbai,Nashik,Fmcg Goods,CANCELLED,NORMAL,167,4984,5495,69014,0,0,0
BK4178195,Mumbai,Nagpur,Fmcg Goods,DELAYED,NORMAL,834,18723,4555,91849,1,0,1
BK2261446,Mumbai,Goa,Perishables,DELAYED,NORMAL,594,17771,3906,50463,1,0,1
BK9989138,Pune,Mumbai,Fmcg Goods,DELIVERED,NORMAL,148,2926,6702,61468,0,0,0
BK5429922,Pune,Nashik,Perishables,IN_TRANSIT,EXPRESS,211,10003,2955,38510,0,1,0
BK8300595,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,10239,11900,496216,0,0,0
BK4292585,Nagpur,Solapur,Electronics,IN_TRANSIT,NORMAL,494,12823,3449,457468,0,0,0
BK8739559,Pune,Kolhapur,Textiles,DELAYED,NORMAL,228,5393,3535,106682,1,0,0
BK5665911,Solapur,Nagpur,Automobile Parts,BOOKED,EXPRESS,494,16726,8010,54008,0,1,0
BK5026119,Goa,Pune,Electronics,IN_TRANSIT,NORMAL,453,10126,7629,241219,0,0,0
BK7900807,Solapur,Nagpur,Perishables,DELAYED,NORMAL,494,15074,5404,6255,1,0,0
BK2294637,Nashik,Nagpur,Textiles,IN_TRANSIT,NORMAL,668,16936,8098,73488,0,0,1
BK2034102,Aurangabad,Nagpur,Textiles,BOOKED,NORMAL,503,15268,10301,131074,0,0,1
BK5322503,Nashik,Nagpur,Chemicals,DELAYED,NORMAL,668,15707,9494,24819,1,0,1
BK2615744,Nashik,Mumbai,Textiles,DELAYED,NORMAL,167,4151,675,144272,1,0,0
BK5522495,Aurangabad,Mumbai,Pharmaceuticals,DELIVERED,NORMAL,335,8987,3052,279525,0,0,0
BK2874925,Mumbai,Nagpur,Perishables,DELAYED,NORMAL,834,15578,6009,78541,1,0,1
BK4691941,Kolhapur,Pune,Perishables,DELIVERED,NORMAL,228,6080,6191,19283,0,0,0
BK1451862,Nagpur,Aurangabad,Fmcg Goods,DELAYED,NORMAL,503,13451,8242,61529,1,0,1
BK8468471,Nagpur,Kolhapur,Machinery,CANCELLED,NORMAL,221,4040,6344,701929,0,0,0
BK4794165,Kolhapur,Aurangabad,Perishables,DELAYED,NORMAL,393,12572,2426,71634,1,0,0
BK4591141,Nashik,Nagpur,Textiles,DELIVERED,NORMAL,668,12946,7209,69216,0,0,1
BK3976968,Nashik,Goa,Perishables,DELAYED,NORMAL,646,18849,7006,31345,1,0,1
BK3902507,Pune,Goa,Fmcg Goods,IN_TRANSIT,NORMAL,453,8524,6895,20329,0,0,0
BK5683183,Pune,Mumbai,Raw Materials,DELIVERED,NORMAL,148,2717,8705,77463,0,0,0
BK4213499,Solapur,Nagpur,Chemicals,BOOKED,NORMAL,494,9244,2594,48495,0,0,0
BK6909878,Kolhapur,Pune,Perishables,DELAYED,NORMAL,228,5732,689,38780,1,0,0
BK6516980,Pune,Nagpur,Perishables,DELIVERED,EXPRESS,714,23434,7975,29609,0,1,1
BK6877147,Aurangabad,Solapur,Electronics,CANCELLED,NORMAL,765,19582,1563,221170,0,0,1
BK7575993,Nashik,Aurangabad,Automobile Parts,DELIVERED,NORMAL,183,3472,3909,265427,0,0,0
BK9276707,Nagpur,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,381,7716,7796,720561,0,0,0
BK6301174,Pune,Goa,Pharmaceuticals,DELIVERED,NORMAL,453,12842,2732,377255,0,0,0
BK8346874,Goa,Pune,Perishables,DELAYED,NORMAL,453,9141,764,62062,1,0,0
BK6458360,Pune,Nashik,Fmcg Goods,DELIVERED,NORMAL,211,6205,1480,39965,0,0,0
BK5899448,Nagpur,Kolhapur,Raw Materials,DELIVERED,NORMAL,551,14522,8125,50528,0,0,1
BK4333298,Pune,Goa,Electronics,IN_TRANSIT,NORMAL,453,11915,8090,458819,0,0,0
BK8017609,Mumbai,Nashik,Fmcg Goods,DELIVERED,EXPRESS,167,8078,10379,35791,0,1,0
BK1018471,Nagpur,Kolhapur,Pharmaceuticals,DELAYED,NORMAL,230,5907,6653,462707,1,0,0
BK4163502,Pune,Aurangabad,Perishables,DELIVERED,NORMAL,233,4765,11218,72719,0,0,0
BK9441340,Nashik,Aurangabad,Perishables,DELIVERED,NORMAL,183,3354,8554,22300,0,0,0
BK2422145,Mumbai,Nagpur,Automobile Parts,DELAYED,NORMAL,834,20814,10142,96316,1,0,1
BK9826509,Mumbai,Pune,Textiles,IN_TRANSIT,NORMAL,148,4688,8845,130647,0,0,0
BK4091331,Aurangabad,Mumbai,Automobile Parts,DELAYED,EXPRESS,335,12466,10951,239898,1,1,0
BK9558331,Nashik,Kolhapur,Perishables,DELAYED,NORMAL,792,14750,5619,53115,1,0,1
BK1255087,Mumbai,Solapur,Raw Materials,DELIVERED,EXPRESS,455,18870,5476,8033,0,1,0
BK9345283,Nashik,Solapur,Electronics,IN_TRANSIT,NORMAL,745,21703,8539,296277,0,0,1
BK2264053,Aurangabad,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,393,11462,11620,24263,0,0,0
BK4190120,Pune,Kolhapur,Electronics,BOOKED,EXPRESS,228,11684,407,450345,0,1,0
BK9395421,Mumbai,Nashik,Perishables,DELAYED,NORMAL,167,5067,5846,27833,1,0,0
BK4312553,Pune,Goa,Chemicals,DELIVERED,NORMAL,453,11834,5670,42281,0,0,0
BK8351029,Nagpur,Aurangabad,Textiles,DELIVERED,NORMAL,503,14992,1690,29793,0,0,1
BK9494954,Mumbai,Nashik,Fmcg Goods,DELIVERED,NORMAL,167,3612,2511,54126,0,0,0
BK1239095,Pune,Kolhapur,Automobile Parts,DELIVERED,NORMAL,228,4210,2004,65836,0,0,0
BK9637899,Mumbai,Pune,Perishables,DELAYED,NORMAL,148,2966,3591,75433,1,0,0
BK5113936,Mumbai,Nagpur,Automobile Parts,DELAYED,NORMAL,834,16011,9737,43226,1,0,1
BK2503834,Pune,Mumbai,Textiles,DELIVERED,NORMAL,148,4229,4295,127911,0,0,0
BK9375374,Goa,Aurangabad,Fmcg Goods,DELAYED,NORMAL,503,12487,292,46397,1,0,1
BK9086135,Mumbai,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,834,17568,802,455747,0,0,1
BK1872642,Nagpur,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,503,11111,11890,651219,0,0,1
BK1870772,Kolhapur,Nashik,Raw Materials,IN_TRANSIT,NORMAL,156,2894,3906,74516,0,0,0
BK4874534,Nashik,Kolhapur,Chemicals,BOOKED,NORMAL,425,8217,7657,152338,0,0,0
BK5792389,Kolhapur,Nashik,Fmcg Goods,DELIVERED,NORMAL,206,4677,4156,93836,0,0,0
BK4872708,Nagpur,Nashik,Chemicals,DELIVERED,NORMAL,668,16097,7352,147496,0,0,1
BK6391681,Aurangabad,Nashik,Perishables,DELIVERED,NORMAL,183,5203,8383,7630,0,0,0
BK5316624,Mumbai,Nagpur,Fmcg Goods,DELAYED,NORMAL,834,19894,6379,18223,1,0,1
BK3161415,Pune,Mumbai,Perishables,DELIVERED,NORMAL,148,2924,3415,24804,0,0,0
BK9407330,Mumbai,Solapur,Perishables,DELAYED,NORMAL,455,8772,10179,60377,1,0,0
BK4393566,Mumbai,Nagpur,Automobile Parts,DELAYED,NORMAL,834,22071,8675,114380,1,0,1
BK3323545,Mumbai,Goa,Textiles,DELAYED,NORMAL,594,10850,9406,86775,1,0,1
BK3147231,Mumbai,Solapur,Textiles,DELIVERED,NORMAL,455,12297,7766,116300,0,0,0
BK8911730,Solapur,Pune,Perishables,DELIVERED,NORMAL,248,6385,5006,8246,0,0,0
BK4686588,Aurangabad,Nashik,Pharmaceuticals,DELIVERED,NORMAL,183,5319,8461,364602,0,0,0
BK5294011,Solapur,Mumbai,Chemicals,DELIVERED,NORMAL,455,11049,1942,114882,0,0,0
BK9895507,Goa,Pune,Raw Materials,DELIVERED,NORMAL,453,9657,9671,60394,0,0,0
BK3299168,Mumbai,Aurangabad,Fmcg Goods,DELAYED,NORMAL,335,7314,7019,52030,1,0,0
BK7625433,Goa,Solapur,Electronics,IN_TRANSIT,NORMAL,676,20227,401,51222,0,0,1
BK2980584,Nagpur,Kolhapur,Perishables,DELIVERED,NORMAL,477,8715,2111,21764,0,0,0
BK6060166,Pune,Goa,Perishables,DELAYED,NORMAL,453,14094,11782,5028,1,0,0
BK5288889,Nashik,Goa,Perishables,IN_TRANSIT,NORMAL,176,5564,10151,29247,0,0,0
BK4966436,Nagpur,Mumbai,Perishables,DELAYED,NORMAL,834,15553,2380,19548,1,0,1
BK3865220,Nashik,Pune,Textiles,DELAYED,NORMAL,211,6349,11389,15295,1,0,0
BK4955902,Nashik,Nagpur,Automobile Parts,DELAYED,NORMAL,668,18089,8408,168142,1,0,1
BK8441197,Nagpur,Aurangabad,Textiles,DELAYED,NORMAL,503,11460,11158,53995,1,0,1
BK7606718,Solapur,Goa,Perishables,DELAYED,EXPRESS,774,29698,7550,55739,1,1,1
BK5253087,Kolhapur,Nashik,Fmcg Goods,DELAYED,NORMAL,337,6549,5966,64456,1,0,0
BK5548041,Nashik,Pune,Perishables,DELIVERED,NORMAL,211,5781,5108,43989,0,0,0
BK4258404,Pune,Nashik,Chemicals,DELIVERED,NORMAL,211,4137,10233,123162,0,0,0
BK4375536,Nagpur,Goa,Automobile Parts,DELAYED,EXPRESS,771,19328,7587,268395,1,1,1
BK6134965,Pune,Mumbai,Fmcg Goods,IN_TRANSIT,EXPRESS,148,9149,2403,43733,0,1,0
BK5020573,Pune,Kolhapur,Perishables,DELIVERED,NORMAL,228,6776,6644,39586,0,0,0
BK4272845,Nashik,Pune,Fmcg Goods,IN_TRANSIT,NORMAL,211,3921,7510,89742,0,0,0
BK5746140,Pune,Nagpur,Automobile Parts,DELAYED,EXPRESS,714,20167,166,83367,1,1,1
BK5250337,Mumbai,Nagpur,Perishables,DELAYED,NORMAL,834,19353,5982,22611,1,0,1
BK5561488,Aurangabad,Pune,Perishables,DELIVERED,NORMAL,233,7073,8894,61082,0,0,0
BK3442439,Solapur,Pune,Textiles,DELAYED,EXPRESS,248,10829,4412,140641,1,1,0
BK3749068,Goa,Nashik,Fmcg Goods,DELAYED,EXPRESS,783,21724,822,99495,1,1,1
BK2495555,Kolhapur,Goa,Fmcg Goods,DELIVERED,NORMAL,138,3397,2232,36850,0,0,0
BK3422003,Mumbai,Nashik,Perishables,DELAYED,EXPRESS,167,9278,11464,6982,1,1,0
BK9894747,Solapur,Pune,Perishables,DELIVERED,NORMAL,248,5460,4901,12943,0,0,0
BK4048449,Mumbai,Pune,Fmcg Goods,DELIVERED,NORMAL,148,4348,2033,15422,0,0,0
BK9718195,Nashik,Goa,Perishables,DELAYED,NORMAL,648,12172,5912,22278,1,0,1
BK1301641,Mumbai,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,335,8571,4934,702234,0,0,0
BK4978511,Aurangabad,Pune,Fmcg Goods,DELIVERED,NORMAL,233,5451,10011,27274,0,0,0
BK4169196,Nashik,Mumbai,Fmcg Goods,DELAYED,NORMAL,167,4386,2507,22637,1,0,0
BK9137698,Goa,Pune,Perishables,DELIVERED,NORMAL,453,11814,3904,57929,0,0,0
BK4248839,Solapur,Nashik,Perishables,DELAYED,NORMAL,657,14757,2279,32332,1,0,1
BK4586601,Nashik,Goa,Fmcg Goods,DELIVERED,NORMAL,235,5438,6524,84296,0,0,0
BK7866633,Mumbai,Goa,Raw Materials,DELAYED,EXPRESS,594,22155,3259,43852,1,1,1
BK3981831,Kolhapur,Solapur,Electronics,IN_TRANSIT,NORMAL,724,18699,1788,94719,0,0,1
BK5182590,Kolhapur,Pune,Textiles,DELIVERED,NORMAL,228,7139,8795,100118,0,0,0
BK8464457,Mumbai,Solapur,Fmcg Goods,CANCELLED,NORMAL,455,9547,6848,83489,0,0,0
BK8290500,Pune,Kolhapur,Perishables,DELIVERED,NORMAL,228,5223,11270,52695,0,0,0
BK5842930,Pune,Goa,Pharmaceuticals,DELIVERED,NORMAL,453,11283,5497,513246,0,0,0
BK4402156,Mumbai,Pune,Raw Materials,DELAYED,NORMAL,148,4703,5716,27622,1,0,0
BK9225781,Aurangabad,Mumbai,Machinery,DELAYED,NORMAL,335,8569,7099,739903,1,0,0
BK2150426,Mumbai,Solapur,Fmcg Goods,DELAYED,NORMAL,455,14346,2032,13018,1,0,0
BK6935571,Pune,Nagpur,Fmcg Goods,DELIVERED,NORMAL,714,17580,1335,72139,0,0,1
BK8679613,Solapur,Mumbai,Textiles,CANCELLED,NORMAL,455,10377,10464,42828,0,0,0
BK4358216,Pune,Aurangabad,Chemicals,BOOKED,NORMAL,233,7218,11011,186269,0,0,0
BK4839904,Pune,Nagpur,Perishables,DELAYED,NORMAL,714,14128,4086,24109,1,0,1
BK9779791,Mumbai,Nagpur,Electronics,DELAYED,NORMAL,834,15301,632,135389,1,0,1
BK5212426,Nashik,Kolhapur,Perishables,DELIVERED,NORMAL,735,13613,7543,72013,0,0,1
BK8759439,Mumbai,Goa,Electronics,DELIVERED,EXPRESS,594,16157,2429,149585,0,1,1
BK9401955,Pune,Kolhapur,Raw Materials,DELAYED,NORMAL,228,5477,4963,71101,1,0,0
BK8715451,Mumbai,Goa,Chemicals,DELAYED,NORMAL,594,14751,3392,22223,1,0,1
BK8257462,Solapur,Goa,Raw Materials,CANCELLED,EXPRESS,607,19136,7960,76166,0,1,1
BK8881051,Aurangabad,Solapur,Perishables,CANCELLED,NORMAL,187,4739,11426,37417,0,0,0
BK5909213,Pune,Nagpur,Perishables,DELIVERED,NORMAL,714,22327,6068,5152,0,0,1
BK7209304,Nagpur,Nashik,Textiles,CANCELLED,NORMAL,668,18275,8462,72369,0,0,1
BK6849860,Mumbai,Aurangabad,Perishables,DELAYED,NORMAL,335,6440,7027,57941,1,0,0
BK2469591,Goa,Pune,Perishables,DELAYED,NORMAL,453,14259,2739,26324,1,0,0
BK7417032,Pune,Aurangabad,Automobile Parts,BOOKED,NORMAL,233,6383,139,105020,0,0,0
BK7776199,Aurangabad,Pune,Fmcg Goods,BOOKED,NORMAL,233,7359,3194,30031,0,0,0
BK8573340,Mumbai,Solapur,Electronics,DELIVERED,NORMAL,455,9720,2135,303591,0,0,0
BK7559901,Aurangabad,Goa,Electronics,DELIVERED,EXPRESS,564,19273,6121,452077,0,1,1
BK1087938,Mumbai,Nashik,Electronics,CANCELLED,NORMAL,167,4182,1696,424899,0,0,0
BK5587648,Nagpur,Kolhapur,Fmcg Goods,CANCELLED,NORMAL,383,6961,393,86463,0,0,0
BK1347999,Nashik,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,183,4381,6862,13075,0,0,0
BK1534921,Mumbai,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,834,16699,2716,565712,0,0,1
BK6954339,Mumbai,Solapur,Chemicals,DELAYED,NORMAL,455,11955,6329,147168,1,0,0
BK1350210,Nagpur,Pune,Perishables,DELAYED,EXPRESS,714,27185,2351,8188,1,1,1
BK5960891,Pune,Aurangabad,Electronics,DELIVERED,EXPRESS,233,11927,1729,135063,0,1,0
BK3303323,Pune,Mumbai,Raw Materials,CANCELLED,NORMAL,148,2948,11900,58010,0,0,0
BK9868450,Mumbai,Solapur,Perishables,DELAYED,NORMAL,455,9557,9412,22178,1,0,0
BK4041594,Nagpur,Solapur,Chemicals,DELIVERED,NORMAL,494,10374,4218,103808,0,0,0
BK9218757,Mumbai,Nagpur,Fmcg Goods,DELAYED,NORMAL,834,19108,2582,69789,1,0,1
BK7658931,Aurangabad,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,393,11410,7466,16316,0,0,0
BK1769025,Pune,Solapur,Pharmaceuticals,DELIVERED,NORMAL,248,5695,4709,295218,0,0,0
BK7399288,Nashik,Solapur,Automobile Parts,DELIVERED,NORMAL,116,2979,6001,208175,0,0,0
BK4470236,Pune,Mumbai,Textiles,DELAYED,NORMAL,148,4036,4390,136289,1,0,0
BK9493895,Kolhapur,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,393,11873,7111,72981,0,0,0
BK2764748,Mumbai,Kolhapur,Perishables,DELIVERED,NORMAL,373,11702,7630,58989,0,0,0
BK8550823,Pune,Aurangabad,Electronics,IN_TRANSIT,NORMAL,233,4308,2784,451348,0,0,0
BK1728236,Pune,Mumbai,Textiles,DELIVERED,EXPRESS,148,7976,11557,39042,0,1,0
BK3633799,Aurangabad,Goa,Perishables,DELAYED,EXPRESS,780,26242,11513,50241,1,1,1
BK9036323,Goa,Kolhapur,Perishables,BOOKED,NORMAL,140,2668,4502,62685,0,0,0
BK3799054,Mumbai,Nagpur,Automobile Parts,DELIVERED,NORMAL,834,15881,5959,50143,0,0,1
BK4583128,Goa,Solapur,Raw Materials,DELIVERED,NORMAL,165,3012,4547,74697,0,0,0
BK8250624,Mumbai,Pune,Perishables,IN_TRANSIT,EXPRESS,148,7911,2634,64707,0,1,0
BK8073764,Aurangabad,Nashik,Automobile Parts,DELAYED,NORMAL,183,5612,1772,159062,1,0,0
BK4912836,Kolhapur,Mumbai,Fmcg Goods,DELAYED,NORMAL,373,8454,11855,60763,1,0,0
BK8971944,Mumbai,Goa,Textiles,IN_TRANSIT,EXPRESS,594,18834,8763,81873,0,1,1
BK3448211,Mumbai,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,373,7013,5275,405470,0,0,0
BK4393249,Mumbai,Solapur,Perishables,DELAYED,NORMAL,455,12324,7289,8981,1,0,0
BK6165433,Aurangabad,Nashik,Fmcg Goods,IN_TRANSIT,NORMAL,183,5278,9436,62933,0,0,0
BK6046097,Pune,Mumbai,Electronics,DELIVERED,NORMAL,148,4485,2801,376197,0,0,0
BK1880395,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,17911,8680,79753,1,0,1
BK8499609,Pune,Kolhapur,Perishables,DELAYED,NORMAL,228,5934,2966,38405,1,0,0
BK9819140,Nagpur,Mumbai,Fmcg Goods,DELAYED,NORMAL,834,19573,9970,27069,1,0,1
BK4561738,Mumbai,Kolhapur,Raw Materials,DELIVERED,NORMAL,373,7249,9431,79624,0,0,0
BK9030535,Mumbai,Kolhapur,Automobile Parts,DELIVERED,NORMAL,373,8614,3176,164685,0,0,0
